,GEOID,geometry,minutes,count in 30,gravity_doc,fca_doc,2sfca_doc,2sfca30_doc,g2sfca_doc,3sfca_doc,raam_doc
9268,17031806102,"POLYGON ((-87.92118463527997 42.04881706405849, -87.91733163240457 42.04948106472063, -87.91265262890137 42.05029306552542, -87.91144062716717 42.05198806627047, -87.91134462701805 42.05214306633694, -87.91027062543782 42.053715067021706, -87.90538462213887 42.05386806760641, -87.90417862132644 42.053902067749334, -87.90025561866857 42.05403806822325, -87.88758761008894 42.05445706974502, -87.88608360961567 42.05357506959327, -87.88286160709518 42.05425707018536, -87.88210860702915 42.05353007000819, -87.88076960829815 42.04990306886372, -87.87965860812734 42.04896906865306, -87.87713260666993 42.048652068816686, -87.87396460379506 42.050002069641415, -87.87295960328252 42.049763069666454, -87.87311160381498 42.049043069394926, -87.87707760778265 42.04672806813997, -87.87849060995836 42.04461406723415, -87.88492561272066 42.04699506737379, -87.8857686129638 42.04751406746638, -87.88908961407422 42.04931406774536, -87.889980614385 42.04977906781421, -87.89775762097403 42.04713706601711, -87.89731662155356 42.04562506552296, -87.899490622405 42.04660206563486, -87.90868663014061 42.043442063484505, -87.91118263263499 42.0418530626345, -87.91269763462253 42.04002606180575, -87.91367163647242 42.03781106089573, -87.9210046413176 42.03751205996947, -87.92110363810613 42.043528062145, -87.92111563769583 42.044296062422816, -87.92118463527997 42.04881706405849))",0.0,2.0,,0.0015137401024685607,0.0009057436517533252,0.00179667619996171,0.002414490691483229,0.0021458538842233717,0.008268708230612556
9283,17197881900,"POLYGON ((-88.09160777508711 41.53259237701637, -88.09161678137905 41.534399375867245, -88.09162278229371 41.53466237570186, -88.09171779389963 41.53800137361078, -88.08397279652579 41.53819737032308, -88.08312479643365 41.538111370033825, -88.08315679124533 41.53665037101569, -88.08464177570454 41.53235437444494, -88.08490377361174 41.53177737492697, -88.0864407600165 41.5280053779895, -88.08677175884999 41.52769037832009, -88.08642974900329 41.52487738002902, -88.08716673877557 41.52200038217406, -88.0878997384023 41.52192138248925, -88.09113073797087 41.521918383653755, -88.0912327493389 41.52518338160404, -88.0913587595024 41.52810537978448, -88.09183677154732 41.53158937774519, -88.09160777508711 41.53259237701637))",25.06,3.0,20.414899899960105,0.0008543357539513029,0.0003089532301418603,0.00020343331098918117,9.29896813262216e-05,0.00016782201962915446,0.7834356730237768
9334,17031827805,"POLYGON ((-87.6170149790691 41.595613526974375, -87.61214205857758 41.5923945736295, -87.61019009097285 41.59109959266557, -87.60336820470008 41.58678365927939, -87.6027172161242 41.58632466604535, -87.60061924070632 41.58630867858499, -87.59196434108424 41.58636172953873, -87.5857374128596 41.58644376587276, -87.58372043609187 41.5864707776309, -87.583764459188 41.58398079487822, -87.58336248201238 41.58207781070259, -87.58215652025103 41.5795818357271, -87.58195854145785 41.57761785088416, -87.58895945735178 41.577514807917176, -87.59296140644365 41.577767781242024, -87.5972773489081 41.5783577504774, -87.60222928319254 41.57904171535778, -87.60473525078932 41.57930269821223, -87.60726621978793 41.57936368219792, -87.61205616198676 41.579374652549554, -87.61211914553888 41.581369640147656, -87.61498111123583 41.58138862256449, -87.61506209991782 41.58273361411216, -87.61513509186791 41.58366760814636, -87.61698104937439 41.5863965810687, -87.6170149790691 41.595613526974375))",28.3,1.0,8.480565371024735,0.0007624857033930614,0.00021460378775685392,8.924569136000293e-05,1.1550502930626632e-05,0.0002984046141611082,0.9885580146160365
9352,17031242000,"POLYGON ((-87.66749461253102 41.90334604128764, -87.66648461193381 41.903358041415245, -87.66262760964662 41.90340904190449, -87.66258261186636 41.901526041211504, -87.66252961267442 41.900823040957185, -87.66247861496285 41.89888004024266, -87.6624046181775 41.89615003923897, -87.66729162102422 41.89607403861658, -87.66736661784155 41.898798039617276, -87.66739161677845 41.89970803995157, -87.6674436146584 41.90152404061843, -87.66749461253102 41.90334604128764))",27.65,13.0,inf,0.0034602931362614003,0.001469421442187107,0.0010258578641537792,0.0008112133131519106,0.001077817093173763,0.06576929199743713
9374,17097863004,"POLYGON ((-87.87635147600467 42.30871215676228, -87.875521475224 42.308711156799525, -87.87527247376495 42.31602115885437, -87.86472146380824 42.31583415924738, -87.8634814632544 42.3123371583395, -87.86118046107836 42.31236215844685, -87.86102946031914 42.31580115939417, -87.85981345916933 42.31579415944359, -87.8561744557288 42.31577115959099, -87.85245145226804 42.31543115965643, -87.85145745096771 42.317352160216274, -87.85150945141405 42.315231159642444, -87.85154145202773 42.31211415880094, -87.851574452709 42.30864015786306, -87.85157645274775 42.30844315780986, -87.8516364537881 42.30318415638942, -87.85184745399441 42.30313715636672, -87.85346645550818 42.30314715629241, -87.85588545786564 42.302641156040046, -87.85616445897341 42.29802315477298, -87.85617145903859 42.29770315468575, -87.85633845939627 42.29660015437789, -87.85832046122339 42.29669715430456, -87.85994346274799 42.29662015420192, -87.85933846249826 42.29488615375928, -87.85886846245559 42.292710153190015, -87.85883746245273 42.292567153152646, -87.8700564735058 42.28879415152248, -87.87025147366663 42.28890715154337, -87.87033647369816 42.28918115161485, -87.87631247598965 42.308582156727645, -87.87635147600467 42.30871215676228))",0.0,3.0,,0.004,0.003990804711134822,0.0050821606439107265,0.0053482148297407115,0.005212883352762628,0.004312377921822543
9516,17031804705,"POLYGON ((-88.12621574241115 42.05609904167949, -88.126259741228 42.05946704302732, -88.12719674139788 42.06022604321043, -88.12689074106713 42.0607490434605, -88.1268927405262 42.06226704407049, -88.1198277369531 42.06291904524855, -88.11568873514696 42.06250604561997, -88.1075467311614 42.06287904682478, -88.10730773191578 42.06054304592501, -88.10563873169954 42.059013045532964, -88.11095673498315 42.05688504399043, -88.1134117362284 42.05662504356556, -88.11428173797674 42.052963041988015, -88.11572173998054 42.049311040338, -88.11559974047412 42.047805039751786, -88.12343074419987 42.04749903859214, -88.12617874550739 42.047389038183944, -88.12618574547595 42.047486038222004, -88.12660774483994 42.049812039101056, -88.12405674300025 42.051645040173824, -88.12452974223828 42.05438204121065, -88.12812174373857 42.054875040937674, -88.12621574241115 42.05609904167949))",22.42,2.0,153.94408234298243,0.00677332710498657,0.005399891942344336,0.0018121291120679274,0.000723756945977975,0.0017249963810830927,0.7516711022742588
9521,17031071000,"POLYGON ((-87.65845258097335 41.92529205053531, -87.65361257788454 41.925376051161905, -87.65348758220645 41.921738049826175, -87.6534275843647 41.91992304915948, -87.65336658652639 41.91810504849178, -87.65821858954273 41.91803404787027, -87.6582785874025 41.91984704853581, -87.65833458525907 41.9216610492022, -87.65845258097335 41.92529205053531))",27.52,19.0,969.1873283896215,0.003998043151875031,0.0018806143832330036,0.0017786473333730912,0.0022381943159771496,0.0018465787811435392,0.22535365621315787
9524,17031824702,"POLYGON ((-87.71755781233053 41.62181090484531, -87.71294784864301 41.62563091706193, -87.70823388378598 41.62949992835369, -87.70430291149653 41.63272793677205, -87.70038394708537 41.632622953829134, -87.69856296460675 41.63224396273662, -87.69851196919912 41.63083696709873, -87.69832398547479 41.62589598249799, -87.69818199757226 41.62225399390702, -87.70786890502453 41.62205694939326, -87.70744293566575 41.61111998010396, -87.7171208369134 41.61094493167941, -87.71739582056018 41.61822391375119, -87.71755781233053 41.62181090484531))",20.28,2.0,7.206367492276274,0.000250668449197861,0.0001461913781393831,6.96861505867773e-05,2.9149949956298413e-05,6.844666054846613e-05,0.8885228298908443
9571,17097864901,"POLYGON ((-87.85771850689513 42.18915512026579, -87.85205650227718 42.18912012071724, -87.84716749831651 42.18904812109255, -87.84721250093529 42.184967119664556, -87.84486249990013 42.18358411937689, -87.84722650180076 42.18361711919223, -87.8467755020129 42.18270311891074, -87.84433550005319 42.18267011910214, -87.84386050019158 42.181847118854954, -87.8433935001335 42.18134411871869, -87.83632449659486 42.17795511813284, -87.83511249787311 42.17447011702671, -87.83134049553249 42.173420116983266, -87.83017249536464 42.172245116676336, -87.82904849757261 42.16749811513222, -87.8300684985532 42.1672361149538, -87.83970350617585 42.16726811413453, -87.84952651392508 42.16733711331211, -87.85079051265822 42.17094911446635, -87.8520595113981 42.1745741156265, -87.85462550891175 42.18185911796213, -87.85710550759288 42.1872221196376, -87.85771850689513 42.18915512026579))",25.04,2.0,41.38906759423829,0.002199951112197507,0.0015963024058272203,0.000788970287414084,0.00020949857215340313,0.0006290981529166631,0.8548013037801545
9572,17031805901,"POLYGON ((-87.88492561272066 42.04699506737379, -87.87849060995836 42.04461406723415, -87.87673560943098 42.04359706706668, -87.87029060513063 42.043829067859974, -87.868128604166 42.04311906784779, -87.86240760042254 42.04320706851068, -87.86000259885158 42.04323906878755, -87.8600086012638 42.039338067415635, -87.8600186057522 42.03207806486252, -87.86001860665478 42.0306160643486, -87.8570226060696 42.02851906395096, -87.85157560479095 42.02511006337548, -87.85522960714596 42.02498606291554, -87.85784360883392 42.024891062584175, -87.86004661025659 42.02481006230451, -87.86567361387758 42.024621061596186, -87.87388161865884 42.025171060854696, -87.87486661934966 42.025043060697065, -87.87449161784083 42.027168061492794, -87.87475661733556 42.028287061859274, -87.87754161758579 42.03079606243411, -87.87811761741382 42.03169406268794, -87.88134661758946 42.03484106344341, -87.88257661572794 42.03931706489868, -87.88349561610309 42.0396790649254, -87.8857686129638 42.04751406746638, -87.88492561272066 42.04699506737379))",0.0,5.0,,0.003635829446545962,0.003363923273706523,0.002231104498192832,0.0014863900273724396,0.0018585289817468458,0.017957183961640536
9591,17031081402,"POLYGON ((-87.61773759642561 41.893447043661425, -87.61462959459553 41.8935190440658, -87.61421046533873 41.893644113133995, -87.6140931263503 41.89364784069464, -87.61204059289825 41.8937130444527, -87.6103057979867 41.89607535187923, -87.6100915883884 41.896367045680734, -87.60236858407053 41.89633504660789, -87.60226658796354 41.89330204548628, -87.60968459227064 41.893177044538675, -87.60954759679032 41.88961204322367, -87.6113945979311 41.88951804296458, -87.61151759662074 41.89059004334998, -87.6131715225634 41.89055499912465, -87.61423459817453 41.89055204300619, -87.6176516001118 41.89051704257859, -87.61769259843952 41.89184704306988, -87.6177145974386 41.89264204336385, -87.61773759642561 41.893447043661425))",15.14,11.0,2450.2175406512933,0.004376771471887153,0.0034248475534475373,0.004865996477139606,0.00625445647378676,0.006856725374601382,0.20503470879550734
9606,17089853006,"POLYGON ((-88.35939994171851 41.78100488313663, -88.34978994037557 41.7811088852168, -88.34975994215665 41.7771548834361, -88.34974594423478 41.7725478813569, -88.34975394530808 41.77017288028179, -88.34973294691315 41.766611878676855, -88.34966094846543 41.76315387712943, -88.3521759486977 41.76333287667093, -88.35451494889779 41.76353587626118, -88.35920194932174 41.763894875418906, -88.35930694910523 41.764409875629966, -88.35933794660339 41.770029878172195, -88.35939994171851 41.78100488313663))",14.97,1.0,8.016032064128256,0.0003365303718660609,0.00021303792074989347,0.00016414019503717292,9.229937104629108e-05,0.00017292101169599403,0.6028066767437693
9660,17031420800,"POLYGON ((-87.60592973630314 41.78041000285253, -87.60106773451024 41.78046800343788, -87.60045873428595 41.7804750035111, -87.60037373900839 41.77683600216003, -87.60098273922735 41.776830002087294, -87.60090174395215 41.77318800073473, -87.60576874566802 41.77314100015464, -87.60584874098163 41.77677800150459, -87.60592973630314 41.78041000285253))",10.13,5.0,321.0427664398698,0.00936506572729616,0.0017813506029681148,0.0012155814826198027,0.0010903871777735664,0.0014695364875287873,0.33845651712372626
9661,17031570300,"POLYGON ((-87.73820675425303 41.8076839975337, -87.73094575122616 41.807778998420076, -87.72847575019843 41.80780899872077, -87.72725574968835 41.807825998870086, -87.72358674814646 41.8078839993217, -87.72352875011856 41.80603899864961, -87.72347975208056 41.80420699798125, -87.72337275599881 41.80054599664664, -87.7270477574757 41.8005049962019, -87.72827075796746 41.80049099605377, -87.7282817574825 41.80094699622016, -87.73072375883814 41.80057099579639, -87.73133475917564 41.80047799569076, -87.73439076042409 41.80042399531364, -87.73801276187976 41.80038199487477, -87.73820675425303 41.8076839975337))",21.57,6.0,27.307288801549653,0.00038524511220263893,0.00015795677906892792,0.0001330325988644455,0.00013908808974701515,0.00013647403934151803,0.5365845405934717
9720,17031840000,"POLYGON ((-87.64141567780008 41.838107020200454, -87.63637567540825 41.83817302082353, -87.63614367529941 41.83817502085183, -87.6360876758607 41.837702020682414, -87.63625068439747 41.83088101812409, -87.6363526912317 41.82540801607484, -87.63376269233588 41.823616015713554, -87.63635369349592 41.82358301539542, -87.63984069505611 41.82353901496743, -87.63988169282548 41.82536101564047, -87.639924690596 41.82718301631326, -87.63996968836398 41.82900801698692, -87.6400156861352 41.83083101765971, -87.64123468669743 41.830815017509444, -87.64132468224423 41.83446401885614, -87.64009768167028 41.83448001900758, -87.64136768002149 41.83628501952841, -87.64141567780008 41.838107020200454))",17.1,9.0,59.36295896947671,0.0007610060499980975,0.00039806153324986094,0.00031757061694048637,0.00022935571644150927,0.00032629787220984485,0.46577552278849244
9745,17031630100,"POLYGON ((-87.68436973608132 41.80463200271801, -87.68376073564892 41.80479700285037, -87.6790147337292 41.8048250034166, -87.67937573598185 41.80301000270256, -87.67928073807936 41.80117300203376, -87.6792487407749 41.7988430011751, -87.67906174161288 41.798060000907135, -87.6788147463932 41.793867999384325, -87.68229174775277 41.79382799896415, -87.68404174835713 41.793876998778245, -87.68412874419981 41.7975100001119, -87.6841777421151 41.799334000780846, -87.68422374004334 41.8011460014457, -87.68436973608132 41.80463200271801))",25.97,7.0,33.48919321423228,0.0005601034037052994,0.0002550811725792085,0.00016080355899229776,6.602525636166088e-05,0.0001564137556010322,0.6130604882039145
9874,17031823002,"POLYGON ((-87.77936987938747 41.70400895587998, -87.77238988167743 41.70055595588309, -87.76934788286668 41.69889795583916, -87.76943988014165 41.70128795658692, -87.76935687981403 41.701555956685624, -87.7596478775008 41.70157095823595, -87.75951288172446 41.69789995709489, -87.75937988594497 41.694232955955, -87.7592098901732 41.69055295481722, -87.76902289247504 41.69047395320446, -87.7734538935017 41.69044895247954, -87.77391789361077 41.690444952403176, -87.778831894771 41.69039795159296, -87.77911188653474 41.69768195388802, -87.77936987938747 41.70400895587998))",25.41,2.0,25.630914356719327,0.0008098954498601089,0.0005161529373450332,0.00024379106579972766,5.6845209430845e-05,0.00039035704036002725,0.8745925842720923
9877,17031823101,"POLYGON ((-87.79778389018428 41.698299951099884, -87.79716288970428 41.69859895129655, -87.79380288693507 41.70036395240698, -87.78982188307448 41.70295495388085, -87.78975388300864 41.702998953905905, -87.78948488274597 41.703174954005625, -87.78914988308965 41.70279995393745, -87.78886388905096 41.69746195225552, -87.78820088888112 41.69747595236622, -87.78788888880183 41.69748195241813, -87.78873188973084 41.69683295207313, -87.78860989515596 41.69200595053096, -87.78854289720043 41.690182949952, -87.78838848999014 41.68648676141687, -87.78824148768152 41.682800765094335, -87.78817648661489 41.68108976680838, -87.79659848347367 41.68084678452518, -87.79710148326784 41.680811785605194, -87.79717348466782 41.68262678380625, -87.79731748747766 41.686252780213266, -87.7974584903474 41.689931776558, -87.79753589743018 41.691782949017345, -87.79778389018428 41.698299951099884))",25.25,3.0,inf,0.0012293402540636525,0.0009691005067890672,0.000929958061228939,0.0008423267985134736,0.0007084462901925172,0.04405259907831028
9885,17031310800,"POLYGON ((-87.67114266619522 41.85954202461245, -87.66619766365854 41.85960702522896, -87.66613766577917 41.85779402456395, -87.66609466791685 41.85597402389429, -87.6660236722039 41.85233102255207, -87.67093767468123 41.852248021934344, -87.67099467255672 41.85407602260487, -87.6710476704318 41.85590302327549, -87.67109666831232 41.85772402394436, -87.67114266619522 41.85954202461245))",21.84,8.0,733.1748097612499,0.010590077468270974,0.004563756867517893,0.003607162002042812,0.0018618740637433202,0.0037572489056928718,0.2212922127333764
9887,17031490902,"POLYGON ((-87.62352283648421 41.707164977522304, -87.61864283514565 41.70723897815987, -87.61376683380476 41.70731497879728, -87.61011283280199 41.70736997927427, -87.60889083246576 41.70738897943393, -87.60746983207612 41.70740997961927, -87.60651783180333 41.70743297974589, -87.60735383684224 41.703756978631176, -87.6075528380985 41.7028379783535, -87.6090118468469 41.69644397640912, -87.60923384274938 41.699610977251396, -87.61355884388533 41.69955897668105, -87.61843684518337 41.6994869760339, -87.62023684744217 41.698090975414196, -87.62207384792154 41.69806897517113, -87.62331384588916 41.699870975513896, -87.62341684118464 41.703518976518474, -87.62352283648421 41.707164977522304))",26.69,5.0,inf,0.000952267587192001,0.0005371615618846333,0.000361225490123113,0.00029388350488275094,0.0003101473061327589,0.15015921071371827
10008,17031241300,"POLYGON ((-87.68234661295307 41.910393042083776, -87.67990661145878 41.91044004239954, -87.67984461400928 41.90821204158255, -87.67981461528646 41.90709704117356, -87.67969961980698 41.90314703972569, -87.68213962126073 41.90310703941338, -87.68228561548732 41.908171041269135, -87.68234661295307 41.910393042083776))",26.29,15.0,714.0325154008372,0.0027079985028951366,0.0013762626467034372,0.001733625377176691,0.002265574646706886,0.0019427350218711537,0.20011656900412472
10009,17031241400,"POLYGON ((-87.67990661145878 41.91044004239954, -87.67746260998153 41.91047004270952, -87.67367861069567 41.90795604224108, -87.67136161107906 41.90647704197615, -87.66751261174718 41.904017041534175, -87.66749461253102 41.90334604128764, -87.66994361399176 41.90330604097418, -87.67238061544406 41.90326704066256, -87.67381961630025 41.90324504047895, -87.67725761834701 41.903191040039744, -87.67969961980698 41.90314703972569, -87.67981461528646 41.90709704117356, -87.67984461400928 41.90821204158255, -87.67990661145878 41.91044004239954))",26.09,15.0,,0.002702185152875593,0.0014199252234275523,0.001523678541183201,0.0015217330933483078,0.001453066730582598,0.040396292327500055
10066,17031430300,"POLYGON ((-87.59284474467411 41.77056500068402, -87.59222074088544 41.773275001770635, -87.59116874051433 41.77328500189597, -87.58629573878459 41.77333900247943, -87.58623774361372 41.76969800112195, -87.58637674505418 41.76865100071364, -87.58632874840714 41.76612099977126, -87.58944974943218 41.7661179994105, -87.59099375007357 41.76601499919401, -87.59244475055327 41.76601099902532, -87.59284474467411 41.77056500068402))",15.66,6.0,102.79456524520707,0.0018953752843062926,0.0007052398274564217,0.0005425698811344,0.0002442695942997785,0.0006747041802309064,0.6201239388152004
10071,17031221400,"POLYGON ((-87.69741260556707 41.924807045563604, -87.69284260269932 41.9248520461423, -87.69271160806485 41.92006504438977, -87.69133160818065 41.91922804424987, -87.68859560842901 41.917563043970134, -87.692305610703 41.917531043503324, -87.6972006137024 41.91748904288752, -87.69721861297568 41.91814204312643, -87.69731960903098 41.921689044423744, -87.6973616076812 41.92290704486832, -87.69741260556707 41.924807045563604))",17.45,14.0,237.55566649498508,0.002089153407020527,0.0008548214752906006,0.0006468125405242172,0.0003838488607930935,0.0006895180338165399,0.3066165718017504
10072,17031230400,"POLYGON ((-87.72645363533313 41.91378003793591, -87.72424563399508 41.913800038213644, -87.72210863288242 41.91365103842049, -87.7166596295955 41.913687039100935, -87.71665562974411 41.9135490390506, -87.71656963274253 41.91076203803468, -87.71669963365628 41.909997037737035, -87.7214426365133 41.90994003713615, -87.72167263665317 41.909936037106554, -87.72632963945851 41.90987903651621, -87.72644963547606 41.91364503788674, -87.72645363533313 41.91378003793591))",17.53,16.0,,0.0006704276019949309,0.00041658066465645325,0.00034050677260230193,0.00024315036945493296,0.00026372137281800305,0.07067876840074279
10079,17043843800,"POLYGON ((-87.98230478215795 41.88753999479396, -87.97906778088759 41.88727099511512, -87.97913877906882 41.88973499607445, -87.96917777428483 41.89003099750167, -87.96384677170104 41.8902159982756, -87.96324377193272 41.88955699809708, -87.96219877162694 41.88933399814741, -87.95982377258817 41.88669299742775, -87.95934977270113 41.886269997324966, -87.95941677307661 41.88582499714219, -87.96063077500325 41.88404599628623, -87.96029177530744 41.883455996100416, -87.95930477537536 41.88279599597309, -87.9582097769396 41.88014999508424, -87.95943377782415 41.87971299475095, -87.95943477821699 41.87920699455305, -87.95920978088414 41.8756399931888, -87.96132178190591 41.87552099286082, -87.96902478546848 41.87529499174563, -87.97142878658816 41.87521299139301, -87.97152978105507 41.882545994256034, -87.97247277968592 41.88490599505713, -87.97248377932331 41.88538999524558, -87.97897778343163 41.88383099377463, -87.982177785434 41.883079993055716, -87.98230478215795 41.88753999479396))",27.0,4.0,,0.0011969257906009828,0.0010544124968093946,0.001678152517311386,0.0023304746361081296,0.0013247868639021357,0.008030114557559014
10080,17031020902,"POLYGON ((-87.68352851963026 41.991834072065586, -87.68169851825458 41.99185507230443, -87.68236351697844 41.99338307278578, -87.68170451550812 41.9942310731828, -87.68238851603009 41.99421907309191, -87.68257251196397 41.997854074413475, -87.67864650893799 41.99792607493701, -87.67683650754279 41.997959075178315, -87.67501150613496 41.99799307542189, -87.67489451030559 41.99435407408904, -87.67470451436782 41.99076307278313, -87.67842151718219 41.99069707228955, -87.6835235210408 41.99060907161307, -87.68352851963026 41.991834072065586))",27.05,14.0,138.59262607269457,0.0006364819904527702,0.0004379572843199101,0.0003885030264001445,0.0003192941800288181,0.00035708127553273127,0.385165505479248
10111,17031031502,"POLYGON ((-87.65478653027087 41.965430065890395, -87.65374152953252 41.96544406602619, -87.65001852690884 41.96548806650783, -87.6499875280726 41.964513066149436, -87.64996552908465 41.96366806583822, -87.64991153126624 41.96184306516686, -87.65474753465035 41.96177906453957, -87.65476853245856 41.96360706521572, -87.6547765314515 41.96444606552626, -87.65478653027087 41.965430065890395))",18.52,15.0,,0.0022856946449439745,0.0012469018643224263,0.00159278608011885,0.0016847221320741076,0.0017003914605536654,0.025161066566941524
10117,17031062500,"POLYGON ((-87.67355956920774 41.94327705533865, -87.66876256601185 41.943343055957435, -87.66866157025412 41.939697054618584, -87.67343957340358 41.93963305400375, -87.67351457131515 41.94145505466935, -87.67355956920774 41.94327705533865))",26.92,22.0,,0.002613352145193356,0.0012570582860118766,0.0009294939465312592,0.0008074175248710903,0.000820776828507197,0.05167113340686343
10119,17031031400,"POLYGON ((-87.6501175225193 41.96915606785831, -87.64963552216018 41.96917506792569, -87.64815552090656 41.96935706817856, -87.64398243691166 41.97008293439162, -87.64365129889954 41.9698143439616, -87.63920151855463 41.96620506812651, -87.6324195150047 41.9652900686336, -87.63147951661976 41.96347806807618, -87.63593152224162 41.96141206675115, -87.63595387374647 41.96142256180997, -87.63773752242543 41.96226006684139, -87.6414455256606 41.961694066168015, -87.64083172851265 41.954894524935554, -87.64082937609778 41.95486846528005, -87.64418553615944 41.95465906321019, -87.64525553690403 41.954637063068844, -87.6479355387563 41.95459206271859, -87.64969953997694 41.95456106248755, -87.6497465381163 41.956117063059864, -87.64978253661332 41.95737306352207, -87.64979653605371 41.95784106369421, -87.64981553527991 41.95848806393225, -87.6498395343089 41.959300064230966, -87.64988653233358 41.96095106483856, -87.64991153126624 41.96184306516686, -87.64996552908465 41.96366806583822, -87.6499875280726 41.964513066149436, -87.65001852690884 41.96548806650783, -87.65006752467951 41.967350067193536, -87.6501175225193 41.96915606785831))",26.41,10.0,,0.001902781158041463,0.0007986769345797336,0.0012813421368048842,0.0019592689626254265,0.002150743533471237,0.00762654139631251
10131,17031020302,"POLYGON ((-87.6997585145689 42.00936307605551, -87.69971851226693 42.012068076934426, -87.69735051038504 42.01212307724819, -87.69498550850672 42.01217607756089, -87.69024650474347 42.01228007818668, -87.69018850680881 42.009817077401436, -87.69012250903738 42.00715707655385, -87.69007051081785 42.005033075877, -87.6937215136533 42.00497207539741, -87.69738351651154 42.004893074910576, -87.69982851841027 42.004851074588956, -87.6997585145689 42.00936307605551))",28.34,11.0,,0.0007287301876480233,0.0005218873556867933,0.00041639504354332196,0.00033044707370165366,0.0004067613990369552,0.03575956461326693
10132,17031831900,"POLYGON ((-87.67362456496916 41.946928056682935, -87.66885756176582 41.94699005729736, -87.6676515609501 41.94701005745441, -87.6640145584924 41.94706805792719, -87.66391656277224 41.94341805658566, -87.66876256601185 41.943343055957435, -87.67355956920774 41.94327705533865, -87.67362456496916 41.946928056682935))",25.67,21.0,,0.0027285600801298655,0.0012149465039817554,0.0008614078525766794,0.0006439323005492665,0.0008275531516489081,0.07138644067509316
10196,17031809200,"POLYGON ((-87.70943348992571 42.048404087507805, -87.70885548612671 42.052429088882604, -87.70816848566042 42.05228808891894, -87.70632048304685 42.05355308954955, -87.70093147636192 42.056066091004695, -87.6991864741975 42.05686709147097, -87.69438646821723 42.059071092751786, -87.69388446829224 42.058475092619226, -87.69367746832367 42.0582290925645, -87.68873346923637 42.05222909122172, -87.6935474733617 42.052176090629516, -87.69361147646718 42.04858908946603, -87.69501947776666 42.04845308925325, -87.69744347984265 42.04840808894787, -87.69899248118018 42.04836608874844, -87.7036464851498 42.04829708816761, -87.70960449023464 42.04820308742208, -87.70943348992571 42.048404087507805))",27.75,7.0,164.5719796791717,0.0018814675446848542,0.0015339469479575725,0.0011735014798718033,0.0005420200652192108,0.0012721208914820371,0.629974365777493
10217,17031822801,"POLYGON ((-87.74501287368673 41.70181896048776, -87.74013287237179 41.70190296113827, -87.74000087665274 41.69824396001484, -87.7351568753709 41.69832196066361, -87.73031287407997 41.698406961314326, -87.73027487519761 41.69745896102637, -87.73017487839623 41.69474796020187, -87.7300468825054 41.69126595914307, -87.73007288266022 41.691140959101055, -87.7373178845753 41.69098195810307, -87.73972988525723 41.69089095775882, -87.74458388656114 41.69076495708354, -87.74487887795627 41.69815395935772, -87.74501287368673 41.70181896048776))",22.49,3.0,,0.0010066872797871575,0.0005640875998400748,0.0006450810668437356,0.0008556831420389238,0.0006843824003992634,0.017398786307660948
10252,17031813701,"POLYGON ((-87.75920571035091 41.85850201353905, -87.75430370822333 41.858573014228064, -87.75185770716081 41.858609014572046, -87.75063270662966 41.85862601474393, -87.74940870605163 41.85864501490727, -87.749345708046 41.85668701419683, -87.74928870990612 41.85486201353441, -87.74922971176568 41.853037012872235, -87.74919771281289 41.852010012499456, -87.74917471356856 41.85126901223047, -87.75162471467124 41.85123201189727, -87.75408371571382 41.851199011550534, -87.75653871675765 41.85116301120321, -87.75899471780164 41.85112701085575, -87.75920571035091 41.85850201353905))",23.32,4.0,40.3871648445251,0.0005935678825814807,0.00017969466380767258,0.0001680857447883246,0.00017236869930109498,0.00019661360697871517,0.4442259760885052
10335,17031813400,"POLYGON ((-87.77289570907595 41.86547901426432, -87.76798570690809 41.865546014949075, -87.75940870310393 41.86567801615059, -87.75920571035091 41.85850201353905, -87.76354771224095 41.858433012926426, -87.7641047125536 41.858355012822365, -87.76405471444482 41.856473012136014, -87.76896671656101 41.8564040114451, -87.7689147183817 41.854580010779365, -87.7701417189082 41.85456201060623, -87.77259671996144 41.854526010259804, -87.77269971633648 41.85817401159299, -87.77274871452026 41.860001012261066, -87.77280071270755 41.86182601292803, -87.77289570907595 41.86547901426432))",10.75,6.0,68.78087362965292,0.000760841998478316,0.0003206262117052132,0.0002828011324387288,0.0002743964054932915,0.0003297530709896248,0.5029859691622628
10339,17031430500,"POLYGON ((-87.58632874840714 41.76612099977126, -87.58244474709365 41.76615300023082, -87.57998774624672 41.76618500052596, -87.57937474605012 41.76618200059547, -87.57630174500125 41.76621400096159, -87.57626074752974 41.76433100025989, -87.57622074996836 41.7625149995832, -87.57928575099666 41.7624809992178, -87.58234375201832 41.76244999885435, -87.58623175331755 41.76240999839203, -87.58628075090563 41.76423299906942, -87.58632874840714 41.76612099977126))",16.49,7.0,,0.0020161290322580645,0.0007349157584268854,0.0011801876687737422,0.0009837432504470878,0.0010842088653840033,0.15467062146270186
